OBJECTID,DAQ_ID,COMPANY,ADDRESS1,ADDRESS2,ADDRESS3,CITY,COUNTY,EASTING,NORTHING,YEAR,CARBON_MONOXIDE,OXIDES_NITROGEN,AMMONIA,PARTICULATE_MATTER_PM10,OXIDES_SULFUR,PM25,VOLATILE_ORGANIC_COMPOUNDS,x,y
1173,10722,Cargill Incorporated--Salt Division- Timpie Salt Processing Plant,15100 West Rowley Road,,,Grantsville,Tooele,359940,4512330,2022,16.802438,23.005129,0.233888,24.30315051,,15.17324142,2.2727165,-12541151.46,4975537.457
1174,14177,"Mountain States Asphalt, Inc. - Liquid Asphalt, Atmospheric Tower Bottoms, and Crude Oil Terminal",205 S Emerald Rd,,,Tooele,Tooele,386886,4487155,2022,0.03169573,0.00521785,0.00016697,0.02765002,,0.02765002,66.03575169,-12505125.93,4942884.082
1175,15967,"Merit Medical Systems, Inc. - Medical Device Manufacturing Plant",1600 West Merit Parkway,,,South Jordan,Salt Lake,420788,4491598,2022,1.4008224,2.1568688,0.0854748,0.12235776,,0.12197767,12.19492956,-12460638.37,4949323.475
1176,12919,"TreeHouse Foods, Inc.",215 North 700 West,Ogden Business Depot,,Ogden,Weber,416000,4568600,2022,23.12756222,27.54096569,0.134897,6.39955083,,2.09305083,1.51504516,-12468095.21,5051427.854
1177,16023,ATK Launch Systems - Promontory,9160 N Hwy 83,,,Promontory,Box Elder,380864,4611415,2022,36.67619926,38.31288065,0.69184387,194.9058121,,47.36953871,24.75836695,-12515717.78,5108035.913
1178,11599,"SME Industries, Incorporated",5801 West Wells Park Road,,,West Jordan,Salt Lake,412650,4492191,2022,1.82871975,8.281479,,2.43941815,,0.5767619,17.12396045,-12471348.54,4949986.295
1179,10925,JBT Corporation - Jetway Systems,3100 South Pennsylvania Avenue,,,Ogden,Weber,415412,4562320,2022,5.04073523,3.64449557,,6.43196012,,6.43065279,44.71058261,-12468779.65,5043046.024
1180,14180,eBay Inc.: SLC Data Center,6614 West Crimson View Drive,,,South Jordan,Salt Lake,411299,4490858,2022,1.85033731,15.47377728,,0.26286609,,0.26258565,0.52212443,-12473104.28,4948205.661
1181,10238,PacifiCorp- Huntington Power Plant,P. O. Box 680,,,Huntington,Emery,493130,4358840,2022,6479.527748,5423.885867,0.77840438,607.4633323,,332.8170758,75.90045668,-12365342.89,4776107.655
1182,10823,Payson City Corporation- Payson City Power,1100 N 100 E,,,Payson,Utah,437060,4432650,2021,0.69476456,14.66993579,0.01086781,0.52858251,,0.45374062,0.75167835,-12438594.56,4872008.783
1183,10812,Nestle USA Prepared Foods Division Inc.- Prepared Foods Processing Plant,815 West Ray Klauck Way,,,Springville,Utah,446910,4448660,2022,16.720232,10.03918,,1.53316976,,1.53316976,1.107259,-12425888.49,4893102.506
1184,10358,Varex Imaging Corporation - X-Ray Products Manufacturing Plant,1678 S. Pioneer Road,,,Salt Lake City,Salt Lake,418988,4509400,2021,0.2219016,0.51761,0.2008,0.140704,,0.140704,15.9415137,-12463260.68,4972825.825
1185,10665,Canyon Fuel Company LLC- SUFCO Mine,Salina Canyon,,,Salina,Sevier,463800,4307200,2020,5.36748634,15.81791112,,2.14617577,,0.43961065,1.2075279,-12402944.01,4709210.74
1186,12058,"Harper-Kilgore, LLC- Parleys Canyon Aggregate Facility - #16",1.25 miles east of mouth of Parley's Canyon,,,Salt Lake City,Salt Lake,434300,4507900,2021,1.48979459,3.59076572,,8.72039197,,2.78673743,0.27064322,-12443059.51,4971041.545
1187,16018,"Kilgore Companies, LLC - Erda Aggregate Pit",5800 North Highway 36,,,Erda,Tooele,391220,4499200,2022,,4.46630288,,,,,0.17184193,-12499662.47,4958870.148
1188,12868,Holliday Construction Incorporated- Blanding Pit,700 E. Brown Canyon Rd.,,,Blanding,San Juan,635700,4166500,2020,0.469,1.95,,1.96573,,0.69203,0.284,-12185256.46,4528078.441
1189,10847,"Hydro Extrusion USA, LLC - Unrecycled Aluminum Scrap Production",1550 Hydro Way,,,Spanish Fork,Utah,444950,4442300,2022,17.77767,15.20289,,4.86803913,,3.47904092,2.66530315,-12428390.92,4884738.509
1190,14225,Action Target Inc. Firearms Training Equipment Manufacturing Site #2,3411 S Mountain Vista Pkwy,,,Provo,Utah,447309,4449313,2020,0.351,1.92933,,6.745895,,6.735495,5.38634,-12425372.71,4893963.438
1191,12398,Staker Parson Companies West Haven Asphalt Storage Terminal,2350 S 1900 W,,,West Haven,Weber,414600,4564100,2022,3.69096,3.6821,,0.333944,,0.333944,0.47025318,-12469885.36,5045405.838
1192,14484,R. Chapman Construction Company Harmston Facility,2 miles north-west of Roosevelt,,,Duchesne County,Duchesne,584552,4464437,2021,4.49055935,3.72172082,,12.1877787,,5.11226864,4.57970549,-12245669.26,4913456.623
1193,14484,R. Chapman Construction Company Harmston Facility,2 miles north-west of Roosevelt,,,Duchesne County,Duchesne,584552,4464437,2022,3.492793,0.88716005,,4.45597537,,0.82015638,4.18323247,-12245669.26,4913456.623
1194,10463,Henkel Corporation - Detergent Manufacturing Plant,1987 South 3540 West,,,Salt Lake City,Salt Lake,417568,4509184,2020,1.806105,2.29439,0.0678768,5.5316335,,2.4516335,2.70828825,-12465129.23,4972519.306
1195,10290,Black Iron LLC - Comstock Iron Mine,2480 South Comstock Spur,,,Cedar City,Iron,292400,4169000,2020,8.21849882,4.21482253,,13.65297242,,4.37440577,0.33161405,-12618404.82,4529355.465
1196,10290,Black Iron LLC - Comstock Iron Mine,2480 South Comstock Spur,,,Cedar City,Iron,292400,4169000,2022,24.45398287,15.86628528,,52.81274749,,17.16546906,1.05343669,-12618404.82,4529355.465
1197,11652,"Danone US, LLC - West Jordan Dairy Food Processing Plant",6165 West Dannon Way (9280 S),,,West Jordan,Salt Lake,412330,4492835,2020,13.8577284,20.44067,0.289136,1.58778524,,1.55778524,1.9621512,-12471779.31,4950831.539
1198,10303,Ash Grove Cement Company - Leamington Cement Plant,Hwy 132,,,Leamington,Juab,397000,4379850,2020,4016.364814,1161.388238,77.648669,76.19218653,,40.92361807,55.91486823,-12489937.65,4802519.619
1199,10303,Ash Grove Cement Company - Leamington Cement Plant,Hwy 132,,,Leamington,Juab,397000,4379850,2021,2624.885465,1212.315109,65.19745354,73.87421367,,37.46121189,50.85586962,-12489937.65,4802519.619
1200,10406,Snowbird Resort LLC- Snowbird Ski and Summer Resort,Cliff Lodge,,,Snowbird,Salt Lake,443900,4491800,2021,10.76264318,18.69009514,0.08072045,0.82381426,,0.81206662,1.89012082,-12430247.18,4949867.026
1201,10406,Snowbird Resort LLC- Snowbird Ski and Summer Resort,Cliff Lodge,,,Snowbird,Salt Lake,443900,4491800,2022,5.77362104,9.47807184,0.07124415,0.87624234,,0.86671868,1.59953254,-12430247.18,4949867.026
1202,10790,Brigham Young University- Main Campus,B-340 ASB,Brigham Young University,,Provo,Utah,445000,4455200,2019,9.35772808,8.33536782,2.04136008,5.38938906,,5.37964708,6.49698732,-12428448.35,4901673.632
1203,10749,Simplot Phosphates LLC - Vernal Phosphate Operations,9401 N Hwy 191,,,Vernal,Uintah,627613,4495593,2022,0.20395631,0.92974665,,3.02137787,,0.59759169,2.15660523,-12188561.49,4953711.014
1204,14499,Desert Hawk Gold Corporation - Gold Mine,7172 N. Main St,,,Ibapah,Tooele,260724,4443788,2022,24.57455358,9.73250976,,2.31595323,,0.49071084,0.62478384,-12668991.06,4881996.844
1205,10450,Salt Lake City Department of Airports - Salt Lake City International Airport,776 N Terminal Drive,,,Salt Lake City,Salt Lake,417300,4515300,2022,15.16773627,12.5868567,0.33692929,5.62202651,,1.82261979,9.17527992,-12465572.51,4980611.144
1206,14920,Advance Storage Products - Salt Lake City Manufacturing Facility,939 S 700 W,,,Salt Lake City,Salt Lake,423150,4511256,2023,0.787122,0.93705,0.0299856,0.2440158,,0.2440158,22.93153775,-12457800.01,4975340.696
1207,10578,LDS Church- LDS Central Heating Plant,40 North 200 West,LDS Central Heating Plant,,Salt Lake City,Salt Lake,423190,4513410,2023,10.9121655,6.843489,0.4169532,0.99108525,,0.98954512,0.71422545,-12457776.73,4978192.624
1208,10159,North Davis Sewer District- Wastewater Treatment Facility,4252 West 2200 South,,,Syracuse,Davis,406750,4548768,2017,24.5451145,8.575094,0.25146,0.4555622,,0.0212971,6.92335,-12480049.7,5024862.374
1209,10159,North Davis Sewer District- Wastewater Treatment Facility,4252 West 2200 South,,,Syracuse,Davis,406750,4548768,2020,8.3853295,4.0850215,0.346655,0.45814655,,0.02260715,6.91687,-12480049.7,5024862.374
1210,10159,North Davis Sewer District- Wastewater Treatment Facility,4252 West 2200 South,,,Syracuse,Davis,406750,4548768,2021,8.01793467,3.6324145,0.316337,0.46805385,,0.0349236,7.07550965,-12480049.7,5024862.374
1211,10159,North Davis Sewer District- Wastewater Treatment Facility,4252 West 2200 South,,,Syracuse,Davis,406750,4548768,2022,8.17317048,3.5247285,0.315041,0.46244485,,0.02768045,7.20607565,-12480049.7,5024862.374
1212,10819,Springville City Corporation: Whitehead Power Plant,450 West 700 North,,,Springville,Utah,447400,4447250,2023,0.89767192,10.47107602,0.28436843,1.01880792,,1.01817902,5.63061068,-12425234.94,4891256.186
1213,12299,Bolinder Resources LLC- Stansbury Island Aggregate Plant,"Stansbury Island, Six miles",north from exit 84 on I-80,,Tooele County,Tooele,371460,4517280,2023,0.67087541,1.93635619,,1.82663698,,0.27458506,0.10568048,-12526079.48,4982366.486
1214,12919,"TreeHouse Foods, Inc.",215 North 700 West,Ogden Business Depot,,Ogden,Weber,416000,4568600,2023,3.85865753,4.60181589,0.0225205,4.65617527,,0.34967527,0.25339272,-12468095.21,5051427.854
1215,10159,North Davis Sewer District- Wastewater Treatment Facility,4252 West 2200 South,,,Syracuse,Davis,406750,4548768,2023,8.3723289,3.950235,1.586994,0.60043262,,0.16545114,7.82685338,-12480049.7,5024862.374
1216,10219,Kinder Morgan Altamont LLC Bluebell Facility,Sec 20 T1S R5W,,,Altamont,Duchesne,577662,4470574,2023,68.43907337,66.12699253,0.028256,3.42550777,,3.42550777,109.1809268,-12254613.94,4921630.21
1217,11295,Salt Lake County- Salt Palace,100 South West Temple,,,Salt Lake City,Salt Lake,424465,4513281,2023,4.69662835,2.78534604,0.08483514,0.23058235,,0.22850524,0.35492158,-12456093.45,4978039.2
1218,10432,Dominion Energy Utah - Salt Lake Operations Center,1140 W 200 S,,,Salt Lake City,Salt Lake,422045,4512802,2023,1.83131154,0.65766641,,0.03995784,,0.03881248,0.49112493,-12459278.37,4977371.857
1219,10047,Utah State University- Main Campus,8315 Old Main Hill,,,Logan,Cache,432560,4621850,2023,16.48421668,39.2672089,0.09443225,2.54898131,,2.42024253,1.05726738,-12446754.03,5122948.812
1220,13043,Fetzer's Incorporated West Valley Woodworking Plant,6223 West Double Eagle Circle,,,West Valley City,Salt Lake,412200,4501800,2023,0.29917773,1.28723455,0.023904,0.07031287,,0.07031287,17.82871223,-12472089.45,4962672.601
1221,10652,Snow College- Snow College,150 East College Ave,,,Ephraim,Sanpete,449400,4356600,2023,2.98980392,0.309574,0.114,0.2726968,,0.2723218,0.19731118,-12421843.1,4772991.807
1222,10209,Kinder Morgan Altamont LLC- Altamont East Compressor Station,P O Box 587,,,Atlamont,Duchesne,564020,4467280,2023,68.60823099,446.4161468,0.00582533,6.18169093,,6.18169093,65.56785656,-12272539.44,4917463.867
1223,10210,Kinder Morgan Altamont LLC- Altamont West Compressor Station,PO Box 587,,,Altamont,Duchesne,551427,4463055,2023,27.56884671,333.221454,0.0046795,1.79720136,,1.79720136,44.5564248,-12289084.54,4912032.698
1224,10946,Central Weber Sewer Improvement District - Wastewater Treatment Plant,2618 W Pioneer Road,,,Ogden,Weber,412650,4569380,2023,1.77683991,3.21447266,0.0568,0.16662388,,0.16567687,0.3953785,-12472558.95,5052415.653
1225,12934,Quality Excavation Inc. The Desert Canyon Pit - Fort Pierce Industrial Park,1.4 miles Southwest of the St. George Airport,,,St. George,Washington,278274,4099314,2023,3.5020343,1.92664283,,1.5930982,,0.24679779,1.35129376,-12633894.77,4441038.892
1226,12871,Brown Brothers Construction- Gravel Crushing & Washing,~3/4 m NE of Loa by Hwy 72,,,Loa,Wayne,442600,4253900,2023,1.53203655,4.41332566,,7.19461469,,0.84892884,0.26443157,-12429672.46,4640566.277
1227,10790,Brigham Young University- Main Campus,B-340 ASB,Brigham Young University,,Provo,Utah,445000,4455200,2023,10.28110475,37.90755148,2.04874656,5.4567111,,5.44477727,4.56199141,-12428448.35,4901673.632
1228,15975,City of Logan - North Valley Landfill,153 North 1400 West,,,Logan,Cache,412870,4649201,2023,1.26651993,2.91715874,,4.08615551,,0.57124282,18.4139536,-12473560.43,5159481.549
1229,16001,Kinder Morgan Altamont LLC - Farm Compressor Station,PO Box 587,,,Altamont,Duchesne,573729,4452756,2023,74.70514064,20.91461298,,6.05157947,,6.05157947,61.164885,-12259999.36,4898253.288
1230,16004,Dominion Energy Utah - Magna LNG Facility,1731 South 8000 West,,,Magna,Salt Lake,408808,4509537,2023,1.7719984,1.740721,,0.13758243,,0.13758243,1.1395322,-12476680.94,4972850.666
1231,10562,Olympia Sales Company: Cabinet Manufacturing Facility,1537 South 700 West,,,Salt Lake City,Salt Lake,423096,4509802,2023,0.26754884,0.27597923,0.00132349,2.93272066,,2.93272066,28.19788473,-12457851.32,4973415.673
1232,10717,"EnergySolutions, LLC Radioactive Material Disposal Site",Radioactive Material Disposal Site Clive Facility,,,Clive,Tooele,321400,4506100,2023,28.47614592,29.7747874,,77.77900015,,15.95458814,3.08202375,-12591744.62,4966203.808
1233,12115,Albany Aerostructures Composites LLC,506 North Billy Mitchell Road,5995 West Amelia Earhart Drive,,Salt Lake City,Salt Lake,414460,4514800,2023,1.10557252,1.4524028,0.0407371,0.10087727,,0.10077142,2.58052723,-12469311.25,4979906.301
1234,10823,Payson City Corporation- Payson City Power,1100 N 100 E,,,Payson,Utah,437060,4432650,2023,0.53909382,19.80032877,0.00935561,0.63301531,,0.22780183,0.57034888,-12438594.56,4872008.783
1235,16095,"Vobev, LLC - Salt Lake Can Manufacturing & Filing Facility",5454 West 150 South,,,Salt Lake City,Salt Lake,413852,4513406,2023,3.00834802,0.13646913,0.01752975,0.27295971,,0.27189,4.68818298,-12470091.83,4978051.29
1236,12280,Weber State University- Weber State University Campus,1410 Edylason St,,,Ogden,Weber,420915,4560896,2023,2.46849551,2.98373193,0.04591066,0.22398499,,0.22390249,0.16171137,-12461453.23,5041230.754
1237,10405,Intermountain Healthcare- The Orthopedic Specialty Hospital (TOSH),5848 South Fashion Boulevard,,,Murray,Salt Lake,425300,4499700,2023,1.76545714,0.48048108,0.05738584,0.13884024,,0.13873403,0.11479715,-12454812.08,4960086.292
1238,15953,"Morgan Asphalt, Incorporated - Grantsville Pit",Approximately 5 miles northwest of Grantsville on US 138 ,,,Grantsville,Tooele,369000,4501600,2022,0.29237085,0.6526512,,0.31036383,,0.06466369,0.0460321,-12528959.42,4961567.903
1239,11532,"MountainWest Pipeline, LLC: Kastler Marushack Compressor Station","Section 16, T3N, R24E",N4539184   E 650257,,Daggett County,Daggett,650260,4539180,2023,36.06445044,953.6163461,,3.52149948,,3.52122239,21.94440434,-12157609.22,5010861.921
1240,16097,B.J. Rees's Enterprise - Pace Pit,1600 S. West Hoytsville Road,,,Wanship,Summit,465604,4520815,2023,0.19159116,0.42768355,,3.37891327,,0.36119745,0.03016492,-12401879.82,4988424.48
1241,11358,MACA Casting and Machine,1415 West Spring Creek Place,,,Springville,Utah,446500,4448450,2023,1.10523148,1.34033081,0.05538853,7.10745859,,2.42820518,1.07584005,-12426422.67,4892823.036
1242,12185,"Emery County Coal Resources, Inc. - Lila Canyon Mine","794 North """"C"""" Canyon Rd",,,East Carbon,Emery,556166,4364209,2023,0.1532141,0.35517182,,3.400366,,0.56251274,0.13030725,-12283821.46,4782817.529
1243,10505,Salt Lake Community College- Redwood Campus,4600 S. Redwood Road,,,Salt Lake City,Salt Lake,420500,4502500,2023,1.84365997,2.89976154,0.06302055,0.16290878,,0.16242812,1.8132461,-12461170.31,4963721.449
1244,11751,Salt Lake Community College- South City Campus,1575 S State St.,,,Salt Lake City,Salt Lake,425075,4509747,2023,0.67169268,0.91460626,0.024208,0.06013635,,0.06005796,0.04709117,-12455241.83,4973369.709
1245,12279,Salt Lake Community College- Jordan Campus,3491 West Wights Ford Road,,,West Jordan,Salt Lake,418191,4492954,2023,0.94628971,1.37438364,0.0330736,0.08424598,,0.08407699,0.06006543,-12464072.9,4951076.634
1246,16049,Intermountain Healthcare - Riverton Hospital,3741 West 12600 South,,,Riverton,Salt Lake,416909,4485873,2023,2.26380542,0.97709828,0.0829204,0.20180189,,0.2012993,0.15116813,-12465655.32,4941713.263
1247,11995,Allen Gravel LLC- Aggregate Processing,1015 East 12600 North,,,Cove,Cache,434000,4645000,2023,0.72204902,4.06838517,,1.88077079,,0.37596826,0.15091031,-12445113.7,5154124.298
1248,12104,Rocky Mountain Machine Shop Inc.- Salt Lake City Machine shop,1165 South Pioneer Road,,,Salt Lake City,Salt Lake,419200,4510500,2023,0.11069939,0.01925386,9.72E-06,0.01401407,,0.00114753,0.03096169,-12462997.05,4974284.53
1249,10875,Provo Steel and Supply- Safe Manufacturing Facility,1400 S State,,,Provo,Utah,445844,4451792,2023,0.287532,0.3423,0.00167727,0.05340521,,0.0260176,25.3388265,-12427311.77,4897204.958
1250,14410,"Novae, LLC, dba Look Trailers Cargo Trailer Manufacturing Plant",1650 N 1350 W,,,Springville,Utah,445870,4448827,2023,0.18018,0.2145,0.006864,0.01645222,,0.016302,9.2217975,-12427249.97,4893312.054
1251,10156,Utility Trailer Manufacturing Company: Trailer Manufacturing Facility,1111 South 1000 West.,,,Clearfield,Davis,412468,4550241,2017,5.3604958,4.89970199,0.00719565,1.41189236,,1.39724938,56.16483959,-12472495.9,5026915.389
1252,10303,Ash Grove Cement Company- Leamington Cement Plant,Hwy 132,,,Leamington,Juab,397000,4379850,2017,6278.883771,1192.019928,58.765618,116.9558607,,100.8049096,53.0080887,-12489937.66,4802519.649
1253,10377,BD Medical - Medical Device Fabricating and Drug Manufacturing Plant,9450 South State Street ,,,Sandy,Salt Lake,424505,4492433,2017,3.12510446,3.93263859,,0.37227423,,0.37144425,12.56672948,-12455761.69,4950476.801
1254,10817,Intermountain Healthcare - Utah Valley Regional Medical Center,1034 North 500 West,,,Provo,Utah,443392,4455506,2017,3.44725025,5.149212,0.01840635,0.30666434,,0.30588545,0.25460663,-12430556.4,4902059.662
1255,10920,"Ardent Mills, LLC - Ogden Flour Mill",2780 G Ave,,,Ogden,Weber,416380,4562900,2017,0.14820875,0.218082,,40.61864934,,20.32065728,0.03807019,-12467503.33,5043833.887
1256,11644,"ICU Medical, Inc.- Salt Lake Medical Products Manufacturing",4455 Atherton Drive,,,Taylorsville,Salt Lake,422045,4503020,2017,1.03619318,1.4003935,0.037632,0.2853007,,0.2853007,5.62827831,-12459142.91,4964430.633
1257,11652,Dannon Company Incorporated- West Jordan Dairy Food Processing Plant,6165 West Dannon Way (9280 S),,,West Jordan,Salt Lake,412330,4492835,2017,7.45055775,8.999578,0.13798329,0.67327035,,0.67324227,0.4920182,-12471779.34,4950831.502
1258,13068,Bullfrog International L.C.- Bluffdale Spa Manufacturing,668 West 14600 South,,,Bluffdale,Salt Lake,422941,4482210,2017,0.18661,0.243206,0.00692,0.0191374,,0.0190124,0.48134475,-12457679.61,4936967.837
1259,12103,"MountainWest Pipeline, LLC - Oak Spring Turbine Compressor Station",6.5 miles west of Spring Glen,remote site,,Carbon County,Carbon,501700,4390000,2023,0.41857,17.412195,,3.924405,,3.924405,3.765115,-12354257.38,4816628.263
1260,12943,Intermountain Health Care- New McKay Dee Hospital in Ogden,4401 Harrison Blvd,,,Ogden,Weber,420160,4559483,2023,6.01196448,1.88849012,0.02880465,0.45660332,,0.45626809,0.40573578,-12462434.88,5039337.232
1261,12960,Intermountain Health Care Dixie Regional Hospital,1380 East Medical Center Dr.,,,St. George,Washington,273117,4108774,2023,6.87084034,2.43754864,0.19975104,0.6020783,,0.60102704,0.46385021,-12640659.37,4452750.428
1262,10461,Primary Children's Medical Center,100 North Mario Capecchi Drive,,,Salt Lake City,Salt Lake,429200,4513700,2023,3.58145903,2.89349451,0.0988996,0.25440184,,0.25317404,0.24144843,-12449853.97,4978655.901
1263,12377,Intermountain Healthcare - Logan Regional Medical Center,500 E 1400 N,,,Logan,Cache,431620,4623020,2023,4.07445223,1.40633006,0.14078155,0.33799453,,0.33784752,0.27007691,-12448027.38,5124509.098
1264,12736,C & C Cast Polymers Incorporated - Cultured Marble Manufacturing,1525 W 275 S,,,Lindon,Utah,435950,4464769,2023,0.02684821,0.03192084,,0.17742573,,0.05242573,3.59655541,-12440398.37,4914159.527
1265,10008,Nucor Steel,West Nucor Rd,PO Box 100,,Plymouth,Box Elder,400539,4637480,2023,1402.509469,229.2580208,2.39402714,48.03597832,,36.07643202,92.45085283,-12489908.94,5143468.589
1266,10722,Cargill Incorporated--Salt Division- Timpie Salt Processing Plant,15100 West Rowley Road,,,Grantsville,Tooele,359940,4512330,2023,16.9659225,24.858401,0.2608368,16.0472231,,4.78310472,2.3923795,-12541151.46,4975537.457
1267,10439,Lakeview Rock Products- North Salt Lake Pit,2300 North Beck Street,North Salt Lake,,Salt Lake County,Salt Lake,423000,4519400,2023,21.03624512,16.95676817,0.01267669,20.98565849,,5.19164335,4.72650906,-12458109.57,4986123.655
1268,10648,Utah DFCM Utah State Prison - Central Utah Correctional Facility,255 East 300 North,,,Gunnison,Sanpete,429987,4335476,2023,12.18122702,14.827206,0.464,1.1064619,,1.1064619,0.79765245,-12446680.04,4745432.622
1269,10749,Simplot Phosphates LLC - Vernal Phosphate Operations,9401 N Hwy 191,,,Vernal,Uintah,627613,4495593,2023,0.25255206,1.1552659,,2.99049256,,0.60824357,6.07703018,-12188561.49,4953711.014
1270,12288,Concrete Recycling Inc.,620 S Delong St,,,Salt Lake City,Salt Lake,419575,4511754,2023,0.823872,2.82593,,0.68073141,,0.40551863,0.3678,-12462520.63,4975949.627
1271,13000,"MountainWest Pipeline, LLC - Price Dew Point Plant",322 West 1100 North,Carbon County,,Price,Carbon,515336,4385399,2023,0.052875,0.060975,,0.00471,,0.00471,12.2558225,-12336573.79,4810615.837
1272,13079,"MountainWest Pipeline, LLC - Blind Canyon Compressor Station",Remote Location,West Tavaputs Plateau,,Myton,Uintah,641178,4492171,2023,6.676295,13.374725,,2.62434756,,2.62434756,5.46818361,-12170805.95,4948870.958
1273,13091,Linde Hydrogen Plant - Hydrogen Gas Production,685 S. Chevron Way,,,North Salt Lake,Davis,422352,4519451,2023,5.82814319,29.45560933,3.78062,7.95635865,,6.18086959,10.21239384,-12458965.37,4986181.641
1274,13104,"Salt Lake Energy Systems, L.L.C.- Power Plant at Salt Lake Valley Landfill",6030 W 1300 S,,,Salt Lake City,Salt Lake,412800,4510799,2023,93.03155677,25.75832832,0.50102891,12.33827217,,12.33818257,26.45109434,-12471438.73,4974584.231
1275,15439,"Western Water Solutions, Inc. - Sand Pass Ranch Evaporation Facility",200 W 10000 S,,,Myton,Duchesne,585555,4445553,2023,1.17684892,0.52058941,,0.00894311,,0.00887567,7.47585205,-12244635.41,4888634.301
1276,14167,"Autoliv ASP, Incorporated - Plastic Laminate Plant & Airbag Module Mfg.",1000 West 3300 South,,,Ogden,Weber,415871,4562103,2017,12.47541596,1.49225514,,0.10877917,,0.10664517,43.84941747,-12468166.91,5042763.907
1277,10426,Hudson Printing Company- Printing Presses,241 West 1700 South,,,Salt Lake City,Salt Lake,424220,4509420,2017,0.70534884,0.46921364,0.00042875,0.13828171,,0.08586571,3.60723335,-12456364.48,4972925.518
1278,10439,Lakeview Rock Products- North Salt Lake Pit,2490 North Beck Street Frontage,,,North Salt Lake,Salt Lake,422930,4519340,2017,19.64288955,17.14563454,0.00045629,14.95610936,,5.23444169,4.57712396,-12458201.14,4986043.188
1279,13150,Newspaper Agency Corp (MediaOne)- 4770 South 5600 West,4770 South 5600 West,,,West Valley City,Salt Lake,413212,4502067,2017,0.60853494,0.74748576,0.022928,2.7601083,,2.7601083,7.37186669,-12470760.77,4963040.9
1280,10423,Interstate Brick Company: Brick Manufacturing Plant,9780 S. 5200 W.,,,West Jordan,Salt Lake,413500,4491500,2023,42.11555698,26.71835542,,24.19706225,,11.25972554,2.49276669,-12470220.23,4949087.202
1281,10951,Fresenius Medical Care- Ogden Dialysis Products Manufacturing,475 West 13th Street,,,Ogden,Weber,417250,4565905,2023,56.84386833,29.211266,1.71006335,5.12581321,,5.12572973,23.2149531,-12466393.57,5047852.967
1282,11652,"Danone US, LLC - West Jordan Dairy Food",6165 West Dannon Way (9280 S),,,West Jordan,Salt Lake,412330,4492835,2022,,21.132987,,,,,2.40933713,-12471779.31,4950831.539
1283,11767,Genpak Corporation: Polystyrene Foam Production Facility,2840 West Highway 56,,,Cedar City,Iron,314760,4172580,2023,0.838,1.9693,0.31925,1.065306,,1.04155495,71.133575,-12590311.49,4534562.538
1284,11974,Bountiful City Corporation- Bountiful Sanitary Landfill,1350 W Pages Ln,,,West Bountiful,Davis,422800,4529200,2023,5.11354316,4.69031303,,15.11043959,,1.83346334,5.76239513,-12458508.98,4999114.563
1285,12298,Bland Recycling LLC- Aggregate Processor and Asphalt Concrete Recycler,7141 S. U-111,,,West Jordan,Salt Lake,411140,4497540,2023,2.15725663,2.32036655,0.05640609,1.10674361,,0.27179352,0.21219401,-12473418.17,4957026.605
1286,12677,Parker Hannifin Corporation - Parker Hannifin Control Systems Division,1425 W 2675 N,,,Ogden,Weber,415243,4573187,2023,3.29807,1.3368392,0.115152,11.6165477,,11.6165364,5.1976405,-12469172.15,5057536.24
1287,12724,Salt Lake City Dept. of Public Utilities- Water Reclamation Facility,1367 W 2300 N,,,Salt Lake City,Salt Lake,421477,4518034,2023,36.8380615,9.782608,0.04882695,0.56733833,,0.56721731,0.2194821,-12460100.65,4984292.633
1288,12740,Marko Foam Products- Packaging & Other Foam Products Manufacturing,2940 W 1100 S,,,Salt Lake City,Salt Lake,418540,4510760,2023,1.36622115,1.62155265,0.0503936,0.12140019,,0.12140019,13.88453105,-12463870.9,4974619.06
1289,12900,Bryce Christensen Excavating Inc.- BCE St. George Aggregate Production Plant,3270 Quarry Ridge Drive,,,St. George,Washington,274000,4103700,2023,1.52828436,3.4897578,,1.43487644,,0.36929491,0.29538013,-12639384.39,4446404.823
1290,12911,Mel Clark Construction- Cedar City Aggregate Processing Plant,2333 North Bulldog Road,,,Cedar City,Iron,316546,4176725,2023,0.72061894,2.41013694,0.00902135,4.20526846,,0.66849367,0.11751785,-12588174.43,4539865.946
1291,14008,Dematic Corp. Automated Storage & Retrieval Machine Mfg.,265 South 5200 West,,,Salt Lake City,Salt Lake,414330,4512972,2023,0.16092621,0.06833856,,0.02031461,,0.02031461,1.58896705,-12469454.83,4977484.079
1292,15939,"Aligned Energy Data Centers (SLC), LLC - West Jordan Data Center",3333 W 9000 S,,,West Jordan,Salt Lake,417920,4493258,2023,9.31774795,4.06592638,0.25102891,0.67951795,,0.65935773,8.84066072,-12464433.72,4951474.081
1293,15950,Schuff Steel Company - Lindon Steel Fabrication Facility,325 S Geneva Road,,,Lindon,Utah,437472,4464764,2023,,,,0.61584,,0.0001378,5.0223,-12438404.37,4914170.061
1294,11955,Alta Ski Lifts- Alta Ski Area,UT Highway 210,,,Alta,Salt Lake,446000,4493100,2017,5.30987231,7.76046702,,0.80183642,,0.45105209,1.73720974,-12427497.78,4951603.974
